Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,FireplaceQu,GarageType,GarageFinish,SaleType,SaleCondition
769,20,70.0,9100,7,5,2004,2005,0.0,24,1836,1860,1836,0,1836,0,2,0,3,8,1,2004.0,2,484,120,33,0,10,2006,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,Gd,Attchd,Fin,WD,Normal
770,60,47.0,53504,8,5,2003,2003,603.0,1416,234,1650,1690,1589,3279,1,3,1,4,12,1,2003.0,3,841,503,36,0,6,2010,RL,IR2,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,Hip,CemntBd,Wd Shng,BrkFace,Ex,TA,PConc,Gd,Gd,ALQ,Unf,Ex,Ex,Gd,BuiltIn,Fin,WD,Normal
771,85,,7252,5,5,1982,1982,0.0,685,173,858,858,0,858,1,1,0,2,5,0,1983.0,2,576,120,0,0,4,2009,RL,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,SFoyer,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,Av,GLQ,Unf,TA,TA,,Detchd,Unf,WD,Normal
772,20,67.0,8877,4,5,1951,1951,0.0,836,0,836,1220,0,1220,0,1,0,2,6,0,1951.0,2,396,0,0,0,4,2006,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,No,LwQ,Unf,TA,TA,,Detchd,Unf,COD,Normal
773,80,94.0,7819,6,5,1976,1976,0.0,422,480,1029,1117,0,1117,1,1,0,3,6,1,1976.0,2,672,144,0,0,3,2010,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,SLvl,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,Av,ALQ,BLQ,TA,TA,TA,Detchd,Unf,WD,Abnorml
774,20,70.0,10150,5,5,1958,1958,1.0,456,456,912,912,0,912,0,1,0,2,5,0,1958.0,1,275,0,0,0,7,2007,RL,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,Rec,Unf,Ex,TA,,Attchd,RFn,COD,Normal
775,20,110.0,14226,8,5,2006,2006,375.0,0,1935,1935,1973,0,1973,0,2,0,3,9,1,2006.0,3,895,315,45,0,7,2007,RL,Reg,Lvl,Corner,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,Unf,Unf,Gd,Gd,Gd,Attchd,Fin,New,Partial
776,120,32.0,4500,6,5,1998,1998,320.0,866,338,1204,1204,0,1204,1,2,0,2,5,0,1998.0,2,412,0,247,0,6,2009,RM,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,No,GLQ,Unf,Ex,TA,,Attchd,Fin,WD,Normal
777,20,86.0,11210,7,5,2005,2006,240.0,20,1594,1614,1614,0,1614,0,2,0,3,7,0,2005.0,3,865,144,59,0,7,2006,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,Gd,,Attchd,RFn,New,Partial
778,20,100.0,13350,5,5,1974,1974,0.0,762,102,864,894,0,894,1,1,0,3,5,1,1974.0,2,440,241,0,0,6,2006,RL,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Hip,HdBoard,Plywood,None,TA,TA,CBlock,TA,No,ALQ,Unf,TA,TA,Fa,Attchd,Unf,WD,Normal
779,90,60.0,8400,5,5,1977,1977,320.0,0,0,0,2020,0,2020,0,2,0,4,10,2,1977.0,2,630,0,0,0,10,2007,RH,Reg,Lvl,Inside,SawyerW,Feedr,Duplex,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,Slab,,,,,TA,TA,TA,Detchd,Unf,WD,Normal
780,90,78.0,10530,6,5,1977,1977,90.0,975,0,975,1004,0,1004,1,1,0,2,4,0,1977.0,2,504,0,0,0,5,2006,RL,Reg,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,Gable,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,Gd,GLQ,Unf,TA,TA,,Attchd,Unf,WD,Normal
781,20,63.0,7875,7,5,1995,1996,38.0,0,1237,1237,1253,0,1253,0,2,0,3,6,1,1995.0,2,402,220,21,0,6,2007,RL,Reg,Lvl,Inside,Gilbert,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,No,Unf,Unf,Gd,TA,TA,Attchd,Fin,WD,Normal
782,60,65.0,7153,6,5,1992,1992,0.0,387,374,761,810,793,1603,0,2,1,3,7,0,1992.0,2,484,0,124,0,7,2006,RL,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,No,ALQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
783,20,67.0,16285,7,5,2001,2002,0.0,0,1413,1413,1430,0,1430,0,2,0,3,6,0,2001.0,2,605,0,33,0,6,2009,RL,IR2,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
784,85,,9101,5,6,1978,1978,104.0,1097,0,1097,1110,0,1110,1,1,0,1,4,1,1978.0,2,602,303,30,0,7,2009,RL,IR1,Lvl,Corner,Mitchel,Norm,1Fam,SFoyer,Gable,Plywood,Plywood,BrkFace,TA,Gd,PConc,Gd,Av,GLQ,Unf,Ex,Gd,TA,Attchd,Fin,WD,Normal
785,75,35.0,6300,6,6,1914,2001,0.0,0,742,742,742,742,1484,0,2,0,3,9,1,,0,0,0,291,134,6,2008,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,Gable,Wd Sdng,Wd Shng,None,TA,TA,CBlock,TA,No,Unf,Unf,Ex,TA,Gd,,,WD,Normal
786,20,,9790,6,5,1967,1967,0.0,251,491,1372,1342,0,1342,0,2,0,3,7,1,1967.0,2,457,0,0,0,9,2009,RL,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,1Story,Gable,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,No,Rec,LwQ,TA,TA,Gd,Attchd,Unf,WD,Normal
787,50,60.0,10800,5,6,1915,1950,0.0,686,0,686,966,686,1652,1,2,0,4,7,0,1961.0,1,416,0,0,196,6,2010,RM,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,No,LwQ,Unf,TA,TA,,Detchd,Unf,WD,Normal
788,60,76.0,10142,7,5,2004,2004,0.0,656,300,956,956,1128,2084,1,2,1,4,8,0,2004.0,2,618,0,45,0,1,2010,RL,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,,BuiltIn,RFn,WD,Normal
789,20,50.0,6000,4,7,1954,2000,0.0,0,901,901,901,0,901,0,1,0,2,4,0,1954.0,1,281,0,0,0,8,2008,RM,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Unf,Unf,Ex,TA,,Detchd,Unf,WD,Normal
790,60,,12205,6,8,1966,2007,157.0,568,264,832,976,1111,2087,0,2,1,5,9,0,1966.0,2,444,133,168,0,7,2007,RL,IR1,Low,Inside,ClearCr,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Gd,LwQ,Unf,Gd,Gd,,Attchd,Fin,WD,Normal
791,120,43.0,3182,7,5,2005,2006,11.0,16,1129,1145,1145,0,1145,0,2,0,2,5,1,2005.0,2,397,100,16,0,9,2009,RL,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,Gd,Attchd,Fin,WD,Normal
792,80,,11333,6,5,1976,1976,0.0,539,490,1029,1062,0,1062,1,1,0,3,5,2,1976.0,2,539,120,0,0,5,2007,RL,IR1,Lvl,Corner,Mitchel,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,Av,ALQ,Unf,TA,TA,TA,Attchd,RFn,WD,Normal
793,60,92.0,9920,7,5,1996,1997,0.0,862,255,1117,1127,886,2013,1,2,1,3,8,1,1997.0,2,455,180,130,0,6,2007,RL,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,TA,TA,Attchd,Unf,WD,Normal
794,20,76.0,9158,8,5,2007,2007,140.0,0,1496,1496,1496,0,1496,0,2,0,3,7,0,2007.0,2,474,168,130,0,6,2007,RL,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,Av,Unf,Unf,Ex,Gd,,Attchd,Fin,New,Partial
795,60,,10832,7,5,1994,1996,0.0,0,712,712,1086,809,1895,0,2,1,3,7,1,1994.0,2,409,143,46,0,10,2008,RL,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,TA,Attchd,Fin,WD,Normal
796,60,70.0,8400,6,6,1980,1981,130.0,0,650,650,888,676,1564,0,2,1,3,7,1,1980.0,2,476,0,50,0,4,2010,RL,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,No,Unf,Unf,TA,TA,TA,Attchd,Unf,WD,Normal
797,20,71.0,8197,6,5,1977,1977,148.0,0,660,660,1285,0,1285,0,1,1,3,7,1,1977.0,2,528,138,0,0,4,2007,RL,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,No,Unf,Unf,Ex,TA,TA,Attchd,RFn,WD,Normal
798,20,57.0,7677,5,5,1953,1953,0.0,570,203,773,773,0,773,0,1,0,2,4,0,1953.0,1,240,0,0,0,4,2008,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,BLQ,Unf,Gd,TA,,Attchd,Unf,WD,Abnorml
799,60,104.0,13518,9,5,2008,2009,860.0,0,1926,1926,1966,1174,3140,0,3,1,4,11,2,2009.0,3,820,144,78,0,7,2009,RL,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,No,Unf,Unf,Ex,Ex,Gd,BuiltIn,Fin,New,Partial
800,50,60.0,7200,5,7,1937,1950,252.0,569,162,731,981,787,1768,1,1,1,3,7,2,1939.0,1,240,0,0,264,6,2007,RL,Reg,Lvl,Corner,SWISU,Feedr,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,No,ALQ,Unf,Ex,Gd,TA,Detchd,Unf,WD,Normal
801,60,79.0,12798,6,5,1997,1997,0.0,462,154,616,616,1072,1688,1,2,1,4,8,0,1997.0,2,603,403,114,185,5,2008,RL,IR1,HLS,Inside,ClearCr,Feedr,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Gd,GLQ,Unf,Gd,Gd,,Attchd,RFn,WD,Normal
802,30,40.0,4800,4,7,1916,1990,0.0,197,999,1196,1196,0,1196,1,1,0,2,5,0,1957.0,2,440,0,0,0,7,2007,RM,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,LwQ,Unf,Ex,TA,,Detchd,Unf,WD,Normal
803,60,63.0,8199,7,5,2005,2005,0.0,648,80,728,728,728,1456,1,2,1,3,7,1,2005.0,2,410,36,18,0,10,2008,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,Gd,Gd,Attchd,Fin,WD,Normal
804,60,107.0,13891,9,5,2008,2009,424.0,0,1734,1734,1734,1088,2822,0,3,1,4,12,1,2009.0,3,1020,52,170,0,1,2009,RL,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,Gd,Unf,Unf,Ex,Ex,Gd,BuiltIn,RFn,New,Partial
805,20,75.0,9000,5,5,1954,1954,0.0,812,124,936,1128,0,1128,0,1,0,2,5,0,1954.0,1,286,0,0,0,6,2006,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,LwQ,Unf,TA,TA,,Attchd,Unf,WD,Family
806,20,91.0,12274,7,5,2008,2008,256.0,0,1417,1417,1428,0,1428,0,2,0,3,6,0,2008.0,2,554,0,60,0,7,2008,RL,IR1,Lvl,FR2,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Ex,,Attchd,RFn,New,Partial
807,80,75.0,9750,5,5,1967,1967,0.0,400,100,980,980,0,980,0,2,0,3,6,0,1967.0,1,384,68,0,0,10,2006,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,Av,ALQ,Rec,Gd,TA,,Attchd,Fin,WD,Normal
808,70,144.0,21384,5,6,1923,2004,0.0,1309,15,1324,1072,504,1576,2,1,1,3,6,1,1923.0,2,528,0,312,0,5,2009,RL,Reg,Lvl,Inside,BrkSide,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Gd,GLQ,Unf,Ex,Gd,TA,Attchd,RFn,WD,Normal
809,80,85.0,13400,5,5,1966,1966,1047.0,516,380,1024,1086,0,1086,1,1,0,3,6,1,1966.0,2,484,0,0,0,6,2006,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,Av,ALQ,BLQ,TA,TA,Gd,Attchd,RFn,WD,Normal
810,75,90.0,8100,5,5,1898,1965,0.0,0,849,849,1075,1063,2138,0,2,0,2,11,0,1910.0,2,360,40,156,0,11,2009,RM,Reg,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,Hip,AsbShng,AsbShng,None,TA,TA,PConc,TA,No,Unf,Unf,TA,TA,,Detchd,Unf,WD,Normal
811,20,78.0,10140,6,6,1974,1999,99.0,663,0,1040,1309,0,1309,1,1,1,3,5,1,1974.0,2,484,265,0,0,1,2006,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,ALQ,LwQ,Fa,Gd,Fa,Attchd,RFn,WD,Normal
812,120,,4438,6,5,2004,2004,169.0,662,186,848,848,0,848,1,1,0,1,4,1,2004.0,2,420,140,0,0,6,2008,RM,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,GLQ,Unf,Ex,Gd,Gd,Attchd,Fin,ConLD,Normal
813,20,66.0,8712,5,5,1952,1952,0.0,0,540,540,1044,0,1044,0,1,0,2,4,0,1952.0,2,504,0,0,0,6,2010,C (all),Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,TA,Av,Unf,Unf,TA,Fa,,Basment,Unf,WD,Alloca
814,20,75.0,9750,6,6,1958,1958,243.0,608,834,1442,1442,0,1442,0,1,1,4,7,0,1958.0,1,301,0,0,275,4,2007,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,Rec,Unf,Gd,TA,,Attchd,RFn,COD,Normal
815,50,45.0,8248,5,7,1918,1950,0.0,0,686,686,686,564,1250,0,1,1,3,7,0,1955.0,1,280,207,0,96,7,2006,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,Stucco,Stucco,None,TA,TA,BrkTil,TA,No,Unf,Unf,Gd,Fa,,Detchd,Unf,WD,Normal
816,20,48.0,12137,7,5,1998,1998,442.0,0,1649,1649,1661,0,1661,0,2,0,3,6,0,1998.0,2,598,0,34,0,5,2010,RL,IR2,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
817,20,,11425,5,6,1954,1954,0.0,486,522,1008,1008,0,1008,0,1,0,2,4,1,1954.0,1,275,0,0,120,7,2006,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,No,BLQ,Unf,Gd,TA,Gd,Attchd,RFn,WD,Normal
818,20,,13265,8,5,2002,2002,148.0,1218,350,1568,1689,0,1689,1,2,0,3,7,2,2002.0,3,857,150,59,0,7,2008,RL,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,Hip,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,Gd,Attchd,RFn,WD,Normal
819,80,80.0,8816,6,7,1971,1971,80.0,504,506,1010,1052,0,1052,1,1,0,3,6,0,1971.0,2,440,0,0,0,6,2010,RL,Reg,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Av,GLQ,Unf,Gd,TA,,Attchd,Unf,WD,Normal
820,120,44.0,6371,7,5,2009,2010,128.0,733,625,1358,1358,0,1358,1,2,0,2,6,1,2010.0,2,484,192,35,0,6,2010,RL,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Mn,GLQ,Unf,Ex,Gd,Gd,Attchd,RFn,New,Partial
821,60,72.0,7226,7,5,2003,2003,0.0,0,798,798,798,842,1640,0,2,1,3,6,0,2003.0,2,595,0,45,0,6,2008,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
822,20,60.0,6000,4,4,1953,1953,0.0,0,936,936,936,0,936,0,1,0,2,4,0,1974.0,2,576,0,32,112,2,2009,RM,Reg,Bnk,Inside,OldTown,Norm,2fmCon,1Story,Gable,MetalSd,MetalSd,None,Fa,TA,CBlock,Fa,No,Unf,Unf,TA,TA,,Detchd,Unf,WD,Normal
823,60,,12394,7,5,2003,2003,0.0,0,847,847,847,886,1733,0,2,1,3,7,1,2003.0,2,433,100,48,0,10,2007,RL,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Unf,Unf,Ex,Gd,Gd,BuiltIn,Fin,WD,Family
824,50,60.0,9900,6,7,1940,1950,0.0,0,778,778,944,545,1489,0,2,0,3,7,1,1940.0,1,240,335,0,0,7,2009,RL,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,No,Unf,Unf,TA,TA,Gd,Detchd,Unf,WD,Normal
825,20,81.0,11216,8,5,2006,2006,0.0,0,1489,1489,1489,0,1489,0,2,0,3,7,1,2006.0,2,776,0,140,0,6,2006,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,Attchd,RFn,New,Partial
826,20,114.0,14803,10,5,2007,2008,816.0,1636,442,2078,2084,0,2084,1,2,0,2,7,1,2007.0,3,1220,188,45,0,6,2008,RL,Reg,Lvl,Inside,NridgHt,PosN,1Fam,1Story,Hip,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,Av,GLQ,Unf,Ex,Ex,Gd,Attchd,Fin,New,Partial
827,45,50.0,6130,5,6,1924,1950,0.0,784,0,784,784,0,784,1,1,0,2,5,0,,0,0,0,0,116,5,2008,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,No,ALQ,Unf,Gd,Gd,,,,WD,Normal
828,20,65.0,8529,7,5,2001,2001,0.0,20,1434,1454,1434,0,1434,0,2,0,3,6,1,2001.0,2,527,290,39,0,4,2009,RL,IR1,Lvl,Inside,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,TA,Attchd,RFn,WD,Normal
829,60,,28698,5,5,1967,1967,0.0,249,0,1013,1160,966,2126,0,2,1,3,7,0,1967.0,2,538,486,0,0,6,2009,RL,IR2,Low,CulDSac,ClearCr,Norm,1Fam,2Story,Flat,Plywood,Plywood,None,TA,TA,PConc,TA,Gd,LwQ,ALQ,TA,TA,,Attchd,Fin,WD,Abnorml
830,160,24.0,2544,7,5,2005,2005,0.0,0,600,600,520,623,1223,0,2,1,2,4,0,2005.0,2,480,0,166,0,7,2006,FV,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Detchd,RFn,WD,Normal
831,20,80.0,11900,6,5,1957,1957,387.0,1040,352,1392,1392,0,1392,1,1,1,3,6,2,1957.0,2,458,0,0,0,6,2008,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,Rec,Unf,TA,TA,Gd,Attchd,RFn,WD,Normal
832,160,30.0,3180,7,5,2005,2005,0.0,0,600,600,520,600,1200,0,2,1,2,4,0,2005.0,2,480,0,166,0,6,2006,FV,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,Gable,MetalSd,MetalSd,None,TA,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Detchd,RFn,WD,Normal
833,60,44.0,9548,7,6,2003,2003,223.0,483,458,941,941,888,1829,1,2,1,3,7,1,2003.0,2,613,192,39,0,1,2010,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,TA,Attchd,RFn,WD,Normal
834,20,100.0,10004,6,6,1964,1964,180.0,196,975,1516,1516,0,1516,0,1,1,3,6,0,1964.0,2,472,0,0,0,2,2009,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,No,Rec,BLQ,TA,TA,,Attchd,RFn,WD,Normal
835,20,75.0,7875,5,6,1961,1961,136.0,572,572,1144,1144,0,1144,1,1,0,3,6,0,1961.0,2,456,0,0,0,9,2008,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,No,Rec,Unf,Gd,TA,,Attchd,Unf,WD,Normal
836,20,60.0,9600,4,7,1950,1995,0.0,442,625,1067,1067,0,1067,0,2,0,2,4,0,1996.0,2,436,290,0,0,2,2010,RL,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Gable,VinylSd,HdBoard,None,TA,TA,CBlock,Gd,No,BLQ,Unf,TA,Gd,,Attchd,Unf,WD,Normal
837,30,90.0,8100,5,6,1948,1973,0.0,338,1221,1559,1559,0,1559,1,1,0,2,5,0,1948.0,2,812,0,116,230,6,2007,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,No,Rec,Unf,Gd,TA,,Detchd,Unf,COD,Normal
838,160,21.0,1680,6,5,1973,1973,158.0,330,153,483,483,504,987,1,1,1,2,5,0,1973.0,1,264,0,0,0,11,2008,RM,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,,Detchd,Unf,WD,Normal
839,20,75.0,9525,5,6,1995,2006,0.0,0,1099,1099,1099,0,1099,0,1,1,3,6,0,1999.0,1,352,278,0,0,6,2008,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Attchd,Unf,WD,Normal
840,50,70.0,11767,5,6,1946,1995,0.0,352,416,768,768,432,1200,0,1,0,3,6,0,1946.0,1,240,0,0,0,5,2008,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,BLQ,Unf,Ex,TA,,Detchd,Unf,WD,Normal
841,70,,12155,6,8,1925,1950,0.0,156,516,672,810,672,1482,0,2,0,4,7,0,1934.0,1,400,0,0,254,3,2008,RH,IR1,Lvl,Inside,SWISU,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,BLQ,Unf,TA,Fa,,Detchd,Unf,WD,Normal
842,70,60.0,10440,5,8,1904,2002,0.0,0,650,650,958,581,1539,0,2,0,3,8,1,1983.0,2,686,70,78,68,6,2008,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,No,Unf,Unf,Gd,Gd,Po,Detchd,Unf,WD,Normal
843,80,82.0,9020,6,7,1966,1966,183.0,312,276,1127,1165,0,1165,1,1,1,3,6,0,1966.0,2,490,0,129,0,5,2008,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Gd,Rec,ALQ,TA,TA,,Attchd,RFn,WD,Normal
844,90,80.0,8000,5,4,1961,1961,0.0,0,1800,1800,1800,0,1800,0,2,0,6,10,0,,0,0,0,0,0,7,2007,RL,Reg,Lvl,Corner,NAmes,Artery,Duplex,1Story,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,No,Unf,Unf,Ex,TA,,,,WD,Normal
